evolution$generation,economicMultiplier,sizeEffectOnSupply,sizeEffectOnDemand,distanceDecay,mselog,logmse
44635,100.0,1.0000000161429605,1.0991317415313682,0.03300739812400733,124.97370600567258,33.68586160923432
44635,100.0,1.0,1.013767323460637,6.769906188609472,573.0990623060272,33.43720089196523
44635,99.99999999999999,1.000007331044794,1.01233939986316,1.6255383028564918,517.2221172460728,33.65702942869838
44635,100.0,1.0000002334775133,1.1461153745393649,0.06036808981851793,147.78522540554437,33.657050925653124
44635,99.99883449031587,1.0000012837404433,1.0091105164160512,1.84422263366126,539.5705575483533,33.56894280101115
44635,99.99890073601344,1.0000082247229694,1.0099809347929307,1.6928349063400066,526.0885698059407,33.58731907961649
44635,99.99981375594696,1.0000018645367719,1.0091006551682333,1.8526305749172467,540.4962689506793,33.568578451235226
44635,99.99905739410903,1.0000080946665122,1.1208461071842368,0.07372428117834452,132.6684760463154,33.66234049694595
44635,99.99876457480788,1.000001027401596,1.009054947153602,1.8300039379478195,538.6567265299818,33.56938933178234
44635,99.99906815597055,1.0000021998684827,1.0139674624369754,6.139826018769511,562.3477044436722,33.469712928609205
44635,99.99866991099591,1.0000499187414764,1.1335805700403634,0.08543334926058223,140.79275929296665,33.65804137140588
44635,99.99898403955386,1.0000022476870511,1.014007262936902,6.09701519087295,561.461929996111,33.473236673154275
44635,99.99828527174604,1.0000004576864712,1.0090437825644785,1.8663842448882317,542.2807214394539,33.56803886325712
44635,99.99883860976435,1.0,1.0091237150287784,1.863152668823983,541.3856620427089,33.568263097932
44635,99.9988444268176,1.0000000291222977,1.0092436295083795,1.8357763506940201,537.7680771254711,33.569759359302296
44635,99.98872450556298,1.0000003869857041,1.013917963522585,6.18063637118323,563.2574973422169,33.46645648085965
44635,99.99963640126562,1.0000193791132739,1.1430999193644928,0.058194466381700234,145.4152872118624,33.657167473843316
44635,99.99955047073806,1.0000054372207718,1.0141251425227373,6.535103839722138,567.4484932083445,33.44496122724084
44635,99.99881456100653,1.0000012778443863,1.0091881241495808,1.8212484731500822,536.8850187566312,33.57015178014737
44635,99.99905153870992,1.0000037808156206,1.0089663067585382,1.8717502577371568,543.1707942126601,33.56777603589416
44635,99.99874036996515,1.0000006092199656,1.0091876733809158,1.8105470505449923,536.0220835123248,33.57061465138681
44635,99.99938266489103,1.0000407085437577,1.1441985680162574,0.05873033866307189,146.28000749685404,33.65712274050462
44635,99.99824667204118,1.0000487707463113,1.1352948104975331,0.08234036748522805,141.7410901229617,33.65785374253627
44635,100.0,1.0000068283141759,1.0104588121486155,1.6631068153143003,523.5360612918834,33.59859438426378
44635,99.99920182965822,1.0000048739811032,1.014123277277944,6.479360212221602,566.5547848610487,33.4481172858294
44635,99.97042222431213,1.0000487458443343,1.0142064289445012,5.757644322502589,556.0335568200068,33.4840169165321
44635,99.99993352532928,1.0000003717548096,1.0136378497910632,5.754229356653165,557.714264640257,33.478264835372
44635,99.99895910682062,1.0000092770250715,1.010009031820556,1.6615409562249752,525.0990946768657,33.590958299661
44635,99.99776820946977,1.0000150579435425,1.0144894054655562,5.804574443652473,555.1874840952164,33.48748397287314
44635,99.97092529773154,1.0000035288240874,1.013042808979061,5.669862608270442,560.558783021818,33.473637166191764
44635,100.0,1.0002836990955428,1.1279524702757224,0.07780998773005181,136.8762066538422,33.65942836977136
44635,99.99920226758688,1.0000025736740692,1.0092581930968698,1.8060928078922214,535.1611800407856,33.57110911228903
