evolution$generation,macroGrowthRate,macroInteractionDecay,macroInteractionWeight,macroInteractionGamma,mesoAlpha,mesoBeta,mesoNdiff,mesoTimeSteps,macroMesoAlphaUpdateMax,macroMesoBetaUpdateMax,mesoMacroCongestionCost,mesoMacroDecayUpdateMax,macroHierarchy,mesoAggregation,mesoDistance,evolution$samples
4100,0.04467837899873437,423.42445150798943,0.01,5.0,3.587542322895896,0.0,4.848507894414525,3.338955621096996,0.19535402399107077,-0.15308609546479718,9.278249879828651,-0.09988883237759583,-1.4965849749424742,-5.155345658652631,0.1647299894289409,39
4100,0.013627991596861464,163.58292912285634,0.0,2.3802500701123765,2.4558413391068705,0.1,2.4582833500515218,16.4107851270038,-0.19069754219638604,0.2,3.6612623280569565,0.004952913105162049,-28.912223257194377,-1.6945827147153878,0.10406067794217617,3
4100,0.047012764374697924,420.2009789135782,0.009968790351409424,4.2422180760918575,0.5,0.0,4.953256928182343,12.187129217306225,0.07853851416846175,-0.19338063476754505,9.898082447057252,0.09432950351232106,-1.4972854341013457,-5.636620748595264,0.36719074632162507,3
4100,0.02105906456611371,20.0,0.0010401515630703549,0.5,3.1882289409059728,0.06753260174631436,4.700854843952982,19.772376453048597,0.2,0.19999998341474917,0.0,-0.1924888754941207,-25.560435598281337,-1.0597393408431635,-1931.8492289387093,1
4100,0.041841725961454704,404.64369436782124,0.01,5.0,0.5,0.0,4.842696105504119,11.584799051617633,-0.09288520718698819,-0.14848562737322218,9.985521615867732,0.12720539655607477,-1.5025323793305931,-5.500015713185188,0.5934366755548327,1
4100,0.049993526842036465,372.6468475897184,0.007408055634471116,2.8098298931479126,5.0,0.09868051931854432,4.572289619681107,6.755569184929908,-0.005949582578000212,0.2,10.0,0.00756748402871929,-20.396895735934375,-2.5582860256944437,-261778.0100561524,1
4100,0.03493320235904681,416.26530075979326,0.0024480174935517123,3.463766968587406,1.7755514964176362,0.0,1.8820581435645067,20.0,0.18046059812373688,0.2,2.840407658255036,-0.2,-1.1160943265250163,-5.423719704725325,0.1435139435019286,2
4100,0.04584560269460296,495.60327375996485,0.009992049973884204,3.715207845309886,5.0,0.09866367996049469,4.0491681578721925,3.911869121444666,0.1722234023365325,0.2,0.5661757688062042,-0.17524544931917174,-10.040016651306592,-3.9868672712106075,-4514.001532007793,1
4100,0.05,210.08515935989098,0.005383337358664978,4.6596472422759145,1.9574790029326636,0.07133425972980922,1.7201713338901925,9.104174077687887,0.19973677931013223,0.2,0.04931870931370562,-0.19351861488447702,-2.504544402742702,-4.690119622616505,-103406.10682888787,1
4100,0.05,408.3847316363113,0.007384617636330113,3.350318553334198,4.842640065249758,0.0929025116663681,4.065396013637745,3.021677837709789,0.1177543572982318,0.2,3.493105989990875,0.07413730101154126,-8.462392724275528,-3.8692405887154755,-197590.48463304248,2
4100,0.027924690767749956,428.31675330996154,0.007906798182840827,3.020529188577359,4.918599055904236,0.1,2.890532095550731,9.312152332670808,0.1193039735176668,0.2,4.2874260737899546,0.2,-15.376103695475845,-3.0227313627087833,-217406.45437423614,2
4100,0.05,483.4840384028854,0.007434809950909163,2.117206057518909,3.668169732663096,0.0942113276351751,1.0,10.989052728760456,0.0029152557070050433,0.1999559566586649,3.661161828653295,0.03648019024013896,-6.810254572124815,-4.115683553774502,-151079.79034863587,1
4100,0.047076561485740305,480.96433437059284,0.007013420218443903,1.6406458789622627,4.005892767424912,0.09994521665293053,1.1971295607104373,12.121371614506758,-0.17288326588725933,0.19999718223605817,3.4421155496559486,0.07015300747011771,-9.870096915542014,-3.788004928185772,-53666.046473096416,1
4100,0.049053854437103306,482.57759796885307,0.0074537286656584135,2.1704089153663153,3.8908011123923902,0.09374194601605149,1.3298558902922655,10.41098706952293,0.028291893827464554,0.1999653189307125,3.6750141869475472,0.05976225378631511,-6.796625608067042,-4.185504609224876,-137297.23433484256,1
4100,0.014882807424854042,494.8558166972827,0.009144109777777703,5.0,5.0,0.0985399612233126,1.6210996564884899,16.77662500617344,-0.07508251518341302,0.2,5.619107200439311,0.16956203132516917,-13.358627568554152,-3.2674799600203053,-30113.094695685995,1
4100,0.05,389.7606976723056,0.007121834229267023,2.80249713457724,4.1817276712170255,0.1,4.632038495404439,3.9201834087161105,0.06031750899019028,0.2,3.2787284798987293,0.07903977338805984,-9.661211096888087,-3.917818463456679,-50276.05091449262,1
4100,0.045780713229844366,433.0599697888009,0.007255446207789061,2.8660112322733444,4.325213887451379,0.09380301769342529,4.203094527722053,3.5424625763419746,0.09021856115299387,0.184520323456639,1.9216935017699313,0.04665583661508674,-5.389483229261376,-3.9160814449919794,-39620.02446780918,2
4100,0.05,494.1855607208991,0.007444261884013326,2.0955808077602933,3.6834112847812324,0.09414883481925954,1.3297343928665493,10.427455818424779,0.004287935893672323,0.1999624798309253,3.6872314312432755,0.05601537397288048,-6.952596851641643,-4.207188774489727,-41467.254349033734,1
4100,0.027929036574243046,389.3689858207066,0.007783147031797801,2.1760679402977994,4.664745991810724,0.09688137046662203,2.888326157777496,9.047848539362702,0.18068226821910055,0.2,4.505102259550437,0.19345498515425835,-14.860315285001136,-3.183802419953047,-18533.672701186184,2
4100,0.0461951830621353,500.0,0.007319833827173225,2.3929908983379287,3.572346771938033,0.09496354076743033,1.304083087528996,10.309664645516532,5.505681524733963E-4,0.1999551537160707,3.76842258370277,0.057710467432497026,-7.117133077034051,-4.110416991421337,-25370.026499240867,1
4100,0.04796417087837314,284.2355141458773,0.0050328846153258,3.297844926874479,4.998762659119409,0.08033410676306203,4.5799807549577345,3.575923116459333,0.13463816784582466,0.2,0.9142284670069118,0.2,-6.095153513109358,-4.174544441025326,-15088.074564206598,2
4100,0.05,499.8874134997487,0.009863726853363832,3.4751029045642636,4.980677222828297,0.099900902230954,4.176005709125766,3.458645939269382,0.19810609623979808,0.2,0.39519682769258446,-0.2,-10.335671447820049,-3.114634187621345,-23625.611295650477,2
4100,0.004488106136476808,342.7886849699925,0.006525214507935113,4.820785920371151,2.408120342828337,0.09375478765161752,4.27700866971756,7.346428536049874,0.05409544610106165,0.2,4.992792150927329,-0.017444123435654824,-22.560324317564103,-2.2774713531705784,-7059.495494470599,2
4100,0.04996716925860858,500.0,0.009988595400510938,3.4425493014681194,5.0,0.1,4.054807571594422,5.141950241823772,0.2,0.1999331700743962,0.024475930730702637,-0.19940491086657772,-17.770257878860065,-2.9173654391949517,-12639.036240312209,1
4100,0.03083058955235403,442.5366372583531,0.008743948850958218,3.3381578275701598,4.860827013796958,0.1,2.8665666140628048,7.555731505406992,-0.1661481898973483,0.2,0.8899560143439983,0.08157115557678496,-12.1744857802358,-3.507076524727713,-4611.009926548211,1
4100,0.046435046767486256,487.6946636288424,0.009991277562139892,3.604876776194922,4.990115148842482,0.0999924916688709,4.048017673041542,4.421362918154525,0.17180207097273004,0.2,0.9247598269615122,-0.19854212862606124,-13.752843180412276,-3.187717487032705,-40468.00292805985,1
4100,0.033795252805849454,425.787522570819,0.008572347467790798,3.296229952443216,5.0,0.09973927047547679,2.7658283112648725,7.742859262703451,-0.16423502769621104,0.2,1.0740690242729605,0.10855357847590791,-11.841439447381363,-3.631791506450034,-10601.216039385901,1
4100,0.04487315934908737,500.0,0.008315991133768706,3.4830054575793095,5.0,0.09876072808735509,4.087210482741204,5.027003736749068,0.2,0.19995454476163083,0.019942816565152927,-0.16088458574834455,-17.23924295364518,-2.908957993915224,-23759.331241249667,1
4100,0.04646138069221948,487.7244770783747,0.009991501957422126,3.5986319966953864,4.991484202739153,0.1,4.047776624448925,4.367036447519971,0.1718413515826342,0.1999999999999999,0.94550714912492,-0.19758697041765122,-14.095694855904608,-3.274667592725698,-7592.195418587889,2
4100,0.05,499.7898453439568,0.007350544655837754,2.701003798055709,4.688785522256115,0.1,4.233488231201605,2.2657994772189785,0.12762928071385515,0.2,3.257718604280964,0.041433216962355635,-6.620753768197547,-4.390853597264714,-9188.685037534031,2
4100,0.04941162197929156,398.9189329364137,0.00747183982574351,2.9935020599370685,4.0239107861237775,0.1,2.9123065351903605,14.461605552761059,0.18829413867375394,0.2,7.7044561599673145,-0.16400674571015017,-25.09740981076771,-2.2443340272059995,-8798.5671065281,1
4100,0.04564815814883119,499.99999999999983,0.01,3.614037235367783,4.999868217263684,0.1,4.0490546909067024,4.062019709491537,0.17130158630573916,0.1999999999999999,0.7468334769837871,-0.2,-14.027912608947823,-3.2745977249442095,-11561.90237629786,2
4100,0.04990009793375677,412.28451855102963,0.007842125685208283,3.274543458600401,4.771944756090667,0.09240366315218462,4.063678300156637,3.1601426263380796,0.11553235135711643,0.1999999999999999,3.4831597921946607,0.16136474280724317,-8.688726806560913,-4.076804353284289,-4088.733728664936,1
4100,0.0485263000465202,270.7722239594991,0.005122600690838223,3.2105222908609394,5.0,0.09558455482290198,4.580225928359644,3.268083892265354,0.13572744832376665,0.2,0.8874266267333387,0.19722528909458598,-9.082060629637382,-3.962904998363014,-3184.4764425822373,2
4100,0.049988820695700736,499.4528836406525,0.01,3.453150552199413,5.0,0.09831162809709623,4.057000048629195,5.211132824383141,0.2,0.2,0.03490372733982505,-0.19824720740734916,-17.31121712603941,-2.9301323549858074,-2889.7565261700897,1
4100,0.04982469327821956,408.70862280156035,0.007383869135888509,3.330165191093798,4.812945718973216,0.0926862464448395,4.064870881912546,3.024092094199146,0.11782731649926381,0.19999999999999996,3.495707957528398,0.07575722640603677,-8.623603287705135,-3.9519132875901484,-11201.875329341832,2
4100,0.05,500.0,0.01,3.4466269790563997,5.0,0.1,4.054901608143257,5.239479055775869,0.2,0.2,0.0,-0.2,-17.854014919938393,-2.7252139966245936,-10947.481660034544,3
4100,0.041301863325073726,387.26050310375985,0.00684198251851115,2.8546848848859336,4.388253780818975,0.09988928181812123,4.013655258174435,3.398772026056455,0.12960077921366292,0.2,3.2116294161630554,0.03625487221771731,-9.735124848800831,-3.8965326352614085,-12562.881065019417,1
4100,0.05,500.0,0.01,3.4462784158602022,4.995335669820675,0.09990049658759902,4.05542486388934,5.193079769633315,0.1966396213328444,0.2,0.3522171620958975,-0.2,-17.79005368412281,-2.89539147758331,-12078.287863580332,4
4100,0.049738560598775086,386.6224314473081,0.007479411800009064,2.7495201947678813,4.85294484726392,0.08870018108049316,4.205962533417309,4.033140290283669,0.08118237553393143,0.2,4.034377677330221,0.06721134058143774,-11.039036913478894,-3.5543510652132846,-12088.682897103285,1
4100,0.04999337012931693,372.70397945914635,0.007433560816404105,2.813997195825951,5.0,0.09864981543119006,4.567574333804934,6.0177639909029965,-9.1617613882361E-4,0.2,10.0,-0.0012606306689953717,-20.873475822728935,-2.520366072477865,-4444.39595878499,2
4100,0.02598350972272155,384.2150593294435,0.007955124199642945,2.3901963335847056,4.628209523232946,0.09820029637103303,2.9469260308699887,8.615505581576183,0.17877932499955723,0.2,4.173885811345965,0.19842598555449892,-13.404644440629461,-3.376970894521361,-9022.345629620213,2
4100,0.03139672984503388,434.61611269344525,0.007723217063772322,3.3061901729772742,4.93929779970233,0.1,2.83488209980146,7.842809558941321,-0.1620089200499947,0.19999995659500802,0.8430963673587444,0.094815256893452,-12.00072094589857,-3.6041574839810067,-2569.223773290457,1
4100,0.05,500.0,0.00931270797366411,3.785606921395768,5.0,0.1,3.937701677647312,4.236315713297388,0.19314091475721007,0.19999999999999996,0.42217460766494475,-0.2,-10.309485333691159,-3.8346372186911184,-3519.8625399380717,3
4100,0.04784614977212444,383.7938172718676,0.007644566355338468,2.917906937833061,4.004340512811159,0.1,4.038152069461283,2.443213298448032,0.16594105633532463,0.2,2.8996040369969296,0.08422551822243174,-6.64782108098645,-4.342859751954089,-3811.7594882029275,2
4100,0.04898352661079813,399.9452211288919,0.007696980437241889,2.7587380305096225,5.0,0.08753133561172069,4.128034822579648,2.7774769083835493,0.10213806479082871,0.2,9.974664603303752,0.17451239109467104,-4.855105768903231,-4.628643307165689,-2504.5794146075336,2
4100,0.046756256988278594,485.70061730961646,0.01,3.61223377548451,5.0,0.1,4.049332095573099,4.255632219304708,0.19678896232077914,0.19999999999999996,0.9052488950459872,-0.2,-14.04156560669726,-3.324543911427913,-3782.4841901838363,1
4100,0.04708857790554531,481.5191131271381,0.007385148955032671,1.7698978801798657,3.7460658661172186,0.1,1.8163203620762995,10.79387309298359,-0.06632514277527354,0.19999951907126956,3.737620444092176,0.01660217543374648,-8.114917383325846,-4.191838806968159,-1051.6065375412932,1
4100,0.04962336407297553,408.7340384177418,0.007561887210944135,3.6784623596580373,4.54416492027612,0.08452928819115986,4.170437617693972,3.75436088764662,0.12069431022377308,0.1999999999999999,3.4889725800589555,0.07190701269264915,-7.555273964707345,-4.2308753740728005,-1308.0457801657756,2
4100,0.03332036231793222,385.3966065472122,0.006762912669885289,2.377888987213324,4.308949873751762,0.1,2.9652842685008887,12.79549191646653,0.1790036002051431,0.2,0.39404267690920314,0.2,-21.247679015182417,-2.443846981050221,-1721.093575265723,1
4100,0.04792713270491267,500.0,0.0076832583333527075,2.1404171345490743,3.816576601957765,0.09290701770500946,1.1976440198564526,10.032722475053866,-0.029191590819331814,0.2,3.7266953110123007,0.04448836417207827,-7.003066188324985,-4.158285168418507,-3527.2804462055456,1
4100,0.04814019130458724,500.0,0.007497182846410641,2.078411973439635,3.767179240384412,0.093891439513127,1.1041088777093266,10.328831409150947,-0.038283377681037234,0.2,3.7284408128054345,0.04902639465348457,-7.287751866604519,-4.176213606187975,-1569.3960085712133,2
4100,0.048171563835843256,272.31778533843806,0.005188365919281125,3.241355318870819,4.999536550451019,0.0959902751171976,4.586717426420422,3.2622498943929537,0.13473674569011113,0.2,0.8943529209844471,0.19713375310005216,-9.264004208965584,-3.9086750648745356,-2275.111489250991,4
4100,0.048958962947441544,401.20592658555984,0.007772305181590233,2.7921239677253116,4.988378967447975,0.0882534620012358,4.042455748651985,2.386056555929583,0.1588101258999891,0.1998512699188716,9.689813128117175,0.17392095577031158,-4.900783461691894,-4.686331103345792,-1835.9872383380043,1
4100,0.049158875241306195,462.1865072449699,0.01,3.619946216704613,4.862791686869094,0.09980482078236008,4.079222772686894,4.2505660698566565,0.16116953550830038,0.1999999999999999,0.19399657382812782,-0.19592021804599927,-14.071425827560176,-3.3647363572860485,-1465.529258197674,2
4100,0.049991912724277394,492.66207049728945,0.009626867947597116,3.575927501834434,4.920469607342139,0.1,4.1144573197078245,2.611000875758852,0.19198907773483764,0.1999999999999999,2.470858606334214,-0.19619294081073957,-6.654799284540249,-4.5231597826969825,-2034.617218525055,2
4100,0.04975372716374221,380.1345167438918,0.007419023956080628,2.721088145868285,4.942617568414509,0.09069231723787463,4.136677714175864,3.888129765569784,0.054660734965415125,0.2,3.42158864379343,0.04751578982330659,-8.39728323126284,-4.093575304746859,-2216.6614805299414,1
