evolution$generation,growthRate,innovationWeight,gravityDecay,innovationDecay,innovationUtility,innovationUtilityGrowth,earlyAdoptersRate,newInnovationHierarchy,newInnovationPopulationProportion,mselog,logmse,evolution$samples
6000,0.01996218694975154,4.1758597372388196E-4,12773.347695949527,3077.0881919448607,2.417657498571793,1.1050561586212018,0.16645200173674604,2.107536148155602,0.9,725.3630197090131,33.89584801772927,12
6000,0.022635580784834426,4.230455275914265E-4,12592.177869491186,4826.543134524207,2.4234463410407066,1.1049152257367743,0.22844553542742757,1.9362212758957174,0.8972289785991693,739.3901207606445,34.16974126082685,15
6000,0.03997211394938711,0.0,12633.201017887188,9817.298952704215,2.41515556973337,1.0,0.01,5.0,0.6655238211210732,1409.5013945263138,32.950735576514944,19
6000,0.03668633730002349,3.8575587018733355E-5,13993.26430711383,88.06712804348989,1.2829043004365865,1.0731211721516056,0.38204105301908897,2.7736445536191083,0.7641392858207009,1213.4748976020649,32.876004277560256,6
6000,0.03265394826506949,1.0994058403775885E-4,14391.458176134613,9531.702032284116,2.2965365354129474,1.0547234156061558,0.023566471437805266,4.5768819613688185,0.6927404458988391,1014.5866275551639,32.99431555057185,1
6000,0.03789572848457229,3.04362299293167E-5,15834.41375139244,8859.70523685052,1.1448045639392284,1.001188108766003,0.01,3.037385432188051,0.5702933361380982,1282.7258465573889,32.95242731616911,11
6000,0.039419274617916444,0.0,11916.313888848807,11119.927814465862,2.340144919404893,1.000005391114681,0.054452358220135715,3.1405535376522593,0.6660435647229871,1374.343174416584,32.9486258896264,8
6000,0.03701269340095911,4.551862333878309E-5,13569.331515513088,10522.363298663415,2.2904060394176025,1.0060640971057027,0.015544217176536496,5.0,0.6202329593626187,1232.2975160132623,32.95644770876984,8
6000,0.03784210560606649,3.056758427968517E-5,15893.570110361943,8546.873769504573,1.2386412864310696,1.0008032852900366,0.010514781489797896,3.180062772833061,0.572101455715634,1279.5763773235574,32.95251100738868,9
6000,0.03946390835844207,0.0,11911.234226146797,11107.072840036333,2.334273290173449,1.0000058260879325,0.05443202758149897,3.1457189845347515,0.6655967288953777,1377.1520840780097,32.94861781702048,11
6000,0.03009774166921843,1.5016532489607747E-4,13740.474776360106,7751.957585088372,2.2695724076023236,1.000185626679549,0.01,4.979668849511473,0.7380833762732871,912.8985441896283,33.027682783941465,7
6000,0.027922382076133564,1.7808392219206774E-4,11711.812091891024,2286.8251305491676,2.379878385413739,1.0167809802420134,0.20086734357690428,3.5624935963126307,0.8665953547595541,842.4851354164853,33.061484000947026,1
6000,0.02803246772403907,1.8215263257037362E-4,11720.338535863313,2285.5888381832124,2.3981584077011227,1.0273959665595667,0.2565202105258698,2.9407738535781185,0.9,845.7384760717006,33.059427409843735,4
6000,0.03533630319058894,7.168671765911805E-5,11418.841804143887,10695.007651256603,1.0947802256049894,1.0,0.08719928409048541,4.071052511303355,0.5711369024990306,1142.2686584267135,32.967531747895514,2
6000,0.033833618622291506,1.0111936752929276E-4,13961.810374290773,9555.39549484186,2.8055478564409064,1.0347633956535836,0.1095804890948614,4.684191703979375,0.507821327339515,1068.3921414495405,32.98234242666907,3
6000,0.02560477556373127,2.1040772918822946E-4,5719.0888729739545,4547.038466197699,1.1967826266025479,1.0,0.4978827265889587,0.16099403641386165,0.3513556634511351,784.8845235587473,33.1014248880558,2
