evolution$generation,economicMultiplier,sizeEffectOnSupply,sizeEffectOnDemand,distanceDecay,mselog,logmse
40127,99.99999999786033,1.0040829207819304,1.0070013132414675,0.07703165230013347,531.2736528709522,33.41608255079331
40127,100.0,1.0,1.0498478545845589,0.0,139.38818549553,34.46684492906499
40127,97.26308703180524,1.0048102396959877,1.0364135507779324,0.12620873383400594,281.43621301953954,33.91060756891231
40127,99.99988219370476,1.0008567529817551,1.0085984609834207,3.509795399125848,361.5178733199187,33.74992673878801
40127,99.89055336046349,1.0016442368061815,1.0059239567912333,0.732707671303233,424.9710362812985,33.59542096659702
40127,99.99994582751496,1.0002546779968933,1.0115438254930154,4.267670717082658,397.74060111817823,33.59549458427319
40127,99.90877504127457,1.0170984336276028,1.0525955709259758,0.07622373850167405,193.5709286457002,34.07872027501316
40127,99.89765170493702,1.0187600416555826,1.0540735221140483,0.005705433475121828,174.29049659935694,34.08230779834825
40127,100.0,1.0025206549163126,1.0056182530028186,0.1622775948263097,498.7171097936196,33.438365690265535
40127,99.99527628840245,1.0026720637016986,1.0059236953190167,0.21737168372957263,485.057961875357,33.43839377831637
40127,96.84745629687312,1.005032230139632,1.0368021448469997,0.12426792950767247,276.19401379294,33.91243762778438
40127,99.97111715585083,1.008710402146625,1.0411617112394915,0.12380090063603674,265.5237799469556,33.91244203727057
40127,99.99538897767115,1.0026821378670525,1.0060659995696815,0.2685870864883432,475.2842475517484,33.43842321152007
40127,99.72765019322362,1.013877140330891,1.0476222848815933,0.1126382974996146,240.23054626684464,33.930737069870275
40127,99.90321653266432,1.016777200573812,1.0511373407194868,0.11172709484531937,231.94517014585458,33.93299869420645
40127,99.99518792016987,1.0027023223500167,1.005950012207837,0.22055108470991094,484.30492729583597,33.438406465810836
40127,99.99996379308625,1.0031496030954283,1.0070146539614921,0.46662864534183496,450.3239811174978,33.47776029586787
40127,99.89810101082422,1.0168104628075805,1.0516337320369902,0.09534747225786046,212.91731342966196,33.98474576362467
40127,99.98662853701276,1.0031184643845323,1.0068187825760397,0.41974206021017846,455.3113006362113,33.4776260922585
40127,99.99777508616823,1.0205545392633735,1.056295577153596,0.0,167.25489782021796,34.08581621206041
40127,99.99940299130246,1.0210288546407458,1.0568318062489077,0.013750840696001672,171.94969557684237,34.0849089186006
40127,99.90558102911015,1.0192334126118816,1.0543988852631625,0.09190784069702665,208.44854032749043,33.98744196955772
40127,99.94526882608581,1.0166743078879155,1.0512718067757965,0.10357476884825806,221.54895411659112,33.95582680006965
40127,99.943625037119,1.0167713941051006,1.0514186557482006,0.09529948727304796,215.9655776235085,33.974545228035126
40127,99.8968043660504,1.0169237284448656,1.0515562724093315,0.10993946830825693,225.47888119867505,33.94747341027718
40127,99.83920181893603,1.017581499152572,1.0583045483860039,7.863151684182967E-4,144.3284546430735,34.43182746393458
40127,99.99731030449507,1.0041606030159882,1.0070863500675693,0.09795049040331176,521.830496587434,33.420446798230074
40127,99.9986426596072,1.0040783946671303,1.00703118343877,0.10733730556624536,518.0071405249822,33.42379187834983
40127,99.99873315272343,1.0040838231394815,1.0070212418087234,0.0838263047027041,528.176684448778,33.41681464718861
40127,99.89926156559072,1.016825856164935,1.051553031012641,0.10284446130358656,218.96052372568954,33.9640638624148
40127,99.99999559931155,1.0025194101275676,1.0055814760429398,0.153056752285481,501.51477928534916,33.4375167854588
40127,99.73761851307772,1.0138123934958574,1.047360485959211,0.12004952720008902,249.6189619649413,33.922327072921
40127,100.0,1.0207138221022232,1.0566402565335649,2.66489622966228E-4,164.53762679745066,34.09771798577957
40127,99.99990420222724,1.0091606607138366,1.0420142484639376,0.11628524413112128,252.19462919426084,33.921824864087625
40127,99.9937688912136,1.0024298090213355,1.005847358164803,0.28556289560530634,472.29117554615004,33.43941696256123
40127,99.89348541005423,1.0016312076653215,1.0059041224300236,0.7048255947935883,427.675066926179,33.571009367590904
