evolution$generation,macroGrowthRate,macroInteractionDecay,macroInteractionWeight,macroInteractionGamma,mesoAlpha,mesoBeta,mesoNdiff,mesoTimeSteps,macroMesoAlphaUpdateMax,macroMesoBetaUpdateMax,mesoMacroCongestionCost,mesoMacroDecayUpdateMax,macroHierarchy,mesoAggregation,mesoDistance,evolution$samples
5000,2.3619904958973646E-4,26.41498377516138,0.0,4.259345316702554,3.1850613774105034,0.1,5.0,20.0,0.07834977039537877,0.1578233999401617,3.962510474781269,-0.17236146436284638,0.47222868018607633,0.8301267612963903,0.6847914715936645,11
5000,0.04693918274853637,81.08115802143516,0.0013786262079900258,4.939487052773379,2.5358733801467097,7.640457885098817E-4,1.591266390220003,7.142705285997478,-0.10782896686702675,-0.09488575523830507,5.664433354820231,-0.14157993063796281,1.0572883416825687,5.203285472378253,0.08497014573349054,29
5000,0.04588197707688283,20.0,8.256701569039203E-4,3.1567753058195116,0.5,0.1,3.7490527253577235,18.5914435352722,0.2,0.16152620998092626,9.620413874619727,-0.17388963443669742,10.011407180300846,0.8275925330086022,-71.59811498403634,2
5000,0.019096609147216177,114.56890023695533,4.4174403325342885E-5,4.663158949916012,0.8364269319743213,0.0986063205048327,4.119473090054182,19.610035916585236,-0.026325853682981876,0.155026684867624,1.139631246872069,-0.2,2.3986227321674845,0.9517419947578505,-94934.60474400957,2
5000,0.05,20.0,7.942900833755318E-4,3.047029801661227,0.5089674130017504,0.1,5.0,17.384282226073328,0.1642048734875427,0.11236450908600676,9.554425076610148,-0.2,0.8223004264737832,0.7053564059690147,0.71163734687527,1
5000,0.03948827352244582,406.94054125735767,0.00798893936242461,3.272950594586038,2.5794155097092193,0.06542428427048978,2.632214846924847,19.04606373214272,-0.09180229240253929,0.07228425740212419,1.7986430535649123,-0.18357387564622646,1.3903203271780242,2.5943669538717353,0.3636204454056817,36
5000,0.05,38.57015869765812,8.440868224878903E-4,3.303900148662463,0.508609670933113,0.09972174124338018,5.0,17.706047484848703,0.1813985211457445,0.11275484130494384,9.273435005372267,-0.19989828208070515,0.83557463824853,0.7051829453120284,0.7113703639401746,1
5000,0.010449588022766196,196.0972483826923,0.0,4.069450479324676,1.394171943385719,0.08397744316543983,5.0,18.55907917021031,0.024831926182265096,0.15452568340122402,2.557497222380076,-0.1480784773263203,0.5658412668784988,0.9118066270630617,0.6615504365879608,1
5000,0.044368986204609606,20.0,0.004545148748423633,4.966765757937473,4.961304464812525,0.07621008606606015,1.928375730468811,20.0,0.1899433900882158,0.17365757201446702,0.19628043083737445,-0.2,1.94146578913431,2.7703122572848304,-17709.087641563994,1
5000,0.04478419107669098,20.03081141857966,9.344467153915871E-4,3.394829564911209,0.5,0.09996339635609437,3.932147584194555,18.240423669539272,0.1722585878714768,0.1511102245517607,9.119362163227976,-0.17394341345873973,2.0983207020407733,0.7987118505986457,-2766.286377546561,1
