evolution$generation,economicMultiplier,sizeEffectOnSupply,sizeEffectOnDemand,distanceDecay,populationToWealthExponent,wealthToPopulationExponent,mselog,logmse
5119,24.531661533205895,0.1,2.5417556058435316,0.3256485399147424,0.1,1.5160493591301754,219.1020083509177,32.421535281120406
5119,15.856081018172732,1.4867617684744576,1.8892382412446391,9.649661525115572,2.691050369766451,0.5597928734317645,914.8829787056536,31.245102516025344
5119,6.9335564570384545,4.055467678654276,5.1262400319396955,1.4009749467462826,6.706628786180909,0.21894123159049395,698.4263405651252,31.40341144612942
5119,8.09139777045185,4.053292858477872,5.1787274571234985,1.4016310395999778,6.708049569016097,0.2203844745323564,730.1545397208441,31.399610117940398
5119,40.934333802498074,1.368139760821098,2.4697283804141055,10.0,1.4187275960211083,0.6202338417813025,807.2326100350334,31.39891812881469
5119,18.2143876264463,1.5089158391943878,1.9652985405702879,9.805004607150009,2.7237037099466668,0.557173845324824,907.5323346619186,31.2559950215898
5119,42.99515845098878,1.4071952785112234,2.5012071295915033,9.4234373737621,1.4992132351674916,0.6058652831458307,824.2563795441424,31.398862051729406
5119,45.62286410132798,1.4560497462065647,2.6262058517930424,9.637135809268168,1.6605782928846125,0.5900989104376179,843.1252512498335,31.395182182904723
5119,16.48355599941531,1.448742390125821,1.9920200873097027,9.58320483176259,2.864088834241697,0.566707691142825,850.777493958289,31.321116187470754
5119,15.657063324250197,1.4874231953677834,1.9655851966861324,9.651892002531007,2.713936886890245,0.5613315747212851,875.8901328342041,31.27126896094379
5119,48.88160086306015,0.10328077628145456,2.660901321880964,0.9972951555888742,0.12484176074698686,1.3780834229840027,361.43152318241243,32.057696930554876
5119,31.22161163841547,0.1,2.4593383153862582,1.3296645159469311,0.1,1.398710405517609,334.4221925897264,32.07236378341329
5119,15.291708694918507,1.5311561170103958,2.012570751204558,9.796423232025724,2.630972453272893,0.545818956863831,883.6480094293429,31.262983639374994
5119,26.884368198016357,0.27383761061399947,2.376553196382751,1.5079647468145965,0.1,1.3460028517102984,260.0619134588506,32.33366852979835
5119,49.30643769031533,0.1,2.6587581279565526,0.8132790420740739,0.13582534044035574,1.373402387349902,371.9517313814602,32.04781919758545
5119,31.272117398789995,0.1,2.4597007891444473,1.4681107798480955,0.1,1.422727873831503,304.91193984038665,32.11130523866674
5119,30.32644340292585,0.15920802952951232,2.4675939766216572,1.4279681121150252,0.12723184421134773,1.422870278778237,261.986333410821,32.2582135455929
5119,48.90972762431435,0.1,2.6702095068464295,1.0092596736383217,0.12459674058112237,1.3779319844848033,363.9300438982039,32.052583062462745
5119,49.33802536695059,0.27102533535860784,2.618555960446994,0.7400218960270262,0.1,1.3521281661434164,254.44824405524864,32.379514698661374
5119,30.478105086090896,0.1,2.454513174262378,1.385972392330589,0.1,1.4380824982071565,285.53223908085795,32.144786159177706
5119,15.589784439330327,1.526881654405796,1.9975574433886507,9.743754874494314,2.84827041807485,0.5507792903886717,882.3542272973037,31.26989059126559
5119,48.794443420581985,0.10363827243244084,2.683270601420254,0.9867350452843228,0.12385005555216343,1.3772157140977654,361.8159128938389,32.05670585324391
5119,31.762097735838214,0.1,2.453248918714445,1.4745658647713402,0.10000861114281577,1.419817196490654,308.6301716990103,32.10546757391227
5119,49.73200592682629,0.2695366873540568,2.632623799897007,0.7584833192893712,0.1,1.3518523821002257,255.20716958618513,32.37455870933444
5119,19.505045107927764,0.12188219173645848,2.2471158855302797,0.7633126637892607,0.1,1.3526134366434248,373.20270070907407,32.037168392414806
5119,11.748142761460567,0.1,2.307218673363667,1.2447879408626266,0.1,1.3599805233801925,380.296641126008,32.02772010486245
5119,32.736766401394,0.10161440806689405,2.454707666986699,1.4834602565790997,0.1,1.421016013424997,305.71339884543204,32.11035285823749
5119,1.0790049121987346,4.122240294772163,4.868128420595384,1.038987186544672,7.233178860761834,0.18971634253260844,393.553902781812,31.407497887628484
5119,20.183320942405757,0.272844463106992,2.357573477860288,1.448291283940602,0.1,1.3489548187137972,258.2033272301672,32.34211030857548
5119,21.819107695909878,0.2744848279127692,2.356903632086126,1.439393159708102,0.1,1.3487876709917908,257.7144649162924,32.34730894420782
5119,20.38549775771516,0.27534813268671177,2.3575478971705803,1.4676270351841576,0.1,1.3503666278334217,256.6216439853617,32.35604042863334
5119,20.179425728404684,0.2728609731449413,2.3567856553032605,1.4488155435884928,0.1,1.3504884646601538,257.18573105044055,32.34819985222445
5119,31.448273265769416,0.1,2.4525203500296335,1.4784483936469528,0.1,1.4208076924148876,307.4033038014091,32.10717099456814
5119,14.531904317068042,0.27633678471372525,2.3287775735960032,1.3206199651204962,0.10027438331767005,1.350250370803129,255.97941667393252,32.36043168497595
5119,14.199453386207118,0.2772482588153511,2.32908685745277,1.3082205983330324,0.10025548715790929,1.350137463077509,255.774095880829,32.36358866610634
5119,20.859696959557787,0.27290807415827045,2.356993817219986,1.4493339719702143,0.10019527729947478,1.3508298788740483,256.99711291190954,32.34973947110135
5119,20.180555631037993,0.2729298163429418,2.3564249685186924,1.4491768175616198,0.1,1.3505193851375257,257.146436259758,32.348518579659455
5119,49.41813684770012,0.22407889365972383,2.9508272193602068,0.7452003429014092,0.1,1.3552387546284055,268.0897083125975,32.19249273977725
