evolution$generation,macroGrowthRate,macroInteractionDecay,macroInteractionWeight,macroInteractionGamma,mesoAlpha,mesoBeta,mesoNdiff,mesoTimeSteps,macroMesoAlphaUpdateMax,macroMesoBetaUpdateMax,mesoMacroCongestionCost,mesoMacroDecayUpdateMax,macroHierarchy,mesoAggregation,mesoDistance,evolution$samples
1000,0.04676832556417574,485.74455430150454,0.004579188753439758,3.2176468494543204,0.9053056184237835,8.17638466629056E-4,2.3491716130030813,6.836125552022478,-0.05741150566389036,-0.06432244157951583,3.2591849421221797,0.17047758555615078,1.2167851016773417,-5.475022171190287,0.18123204421770794,1
1000,0.023204946274248284,101.7209643687728,8.610492589917706E-4,3.5105470554910565,1.0971574748149822,0.04695577243457297,3.27874962003862,18.05466212399348,0.17727209687914963,0.19131389250565595,9.062376026364996,0.005293211167944817,0.8112598964891267,-1.9903739115516779,-327.0598417659832,2
1000,0.014369860012726728,390.31535174389444,9.491751294332922E-4,2.1541618515542593,4.253686603933731,0.08195032168848163,5.0,16.595943506869947,-0.006564929711277451,0.15428336055592523,2.0227592332142463,0.03106854007344495,0.6898893924382902,-1.045623335304477,0.6292984463397581,1
1000,0.02213426777573505,227.29482022471228,0.008595377204057071,3.9605325107676985,4.527459111623767,0.05122443116832209,4.339081426473179,7.320225433088044,0.10625324479303916,0.19973833618636594,2.3255204854102796,-0.014749585403191379,4.046133494855413,-3.4995498014729485,-298.1294902999233,2
1000,0.022860825037994605,79.49849042155091,0.00674947151030145,2.859284598340289,4.742099152991951,4.096924534253921E-4,2.473575528473062,9.98180049966815,0.12773238266064413,-0.15317803703917,5.388741477473149,0.10165224664004235,1.3296569694922622,-5.151087752411394,0.09701360466113462,5
1000,0.04485283713086688,262.15639034576407,0.0014737458109357737,1.6134966562959658,1.4308137896348707,0.09391748395858335,4.768122223837075,2.2154012056157635,-0.11615697104389042,0.18000904911665583,4.178499134311534,0.10193117700821325,2.1391956286894276,-4.434163093821139,-91.54063157453542,1
1000,0.04485283713086688,262.15639034576407,0.0014737458109357737,1.6134966562959656,1.4308137896348707,0.09391748395858336,4.768122223837075,2.2154012056157635,-0.11615697104389043,0.18000904911665583,4.178499134311534,0.10193117700821325,2.3890906512297034,-4.434752163367181,-3.251624594275411,1
1000,0.02320494627424828,101.7209643687728,8.610518186879937E-4,3.510547055491055,1.0971574748149822,0.04695578722489568,3.27874962003862,18.054662123993477,0.17727209687914952,0.19131389250565595,9.062376026364996,0.005293211167944817,0.9217567433589273,-2.1113811533939475,-0.5730770047203065,1
1000,0.018759531703292323,392.98874875279273,0.005740188422098455,3.2395008350772425,4.137484692231652,0.09299614608983918,2.657702674255268,2.8234594366959236,0.012209492861846721,0.1870143469362449,3.2257063439421603,0.10570349763979792,1.716272930895809,-4.956950531974121,-0.45684018331971066,1
1000,0.04676832556417574,485.74455430150454,0.004579188753439758,3.217646849454321,0.9053056184237835,8.17638466629056E-4,2.349171501517018,6.836125552022478,-0.05741150566389033,-0.0643224415795158,3.25918494212218,0.17047758555615078,1.2166515183452826,-5.4391564262148036,0.1732930750269352,2
