evolution$generation,economicMultiplier,sizeEffectOnSupply,sizeEffectOnDemand,distanceDecay,mselog,logmse
42458,99.99999999999997,1.0882438568699222,6.280499619559093,7.860397077392067,4600.52524932816,31.937805978516128
42458,9.984592231091625,1.0000302017927056,1.0375032567571645,7.705846382566758,Infinity,30.938803502304882
42458,14.704913216038898,1.0008094750666017,1.0533575994611792,7.654798638261735,15219.573000851478,31.098115697088407
42458,100.0,1.201982954539932,5.853516287281767,7.798158672880039,4662.76525341115,31.93770571010533
42458,41.881366101236374,1.00000190212264,1.0763950593455036,7.945119821198226,13468.327871704209,31.93597576330871
42458,14.701769278271998,1.000793118210131,1.0533743106000755,7.658434264067527,15201.971239077246,31.098376959289347
42458,22.264902829842782,1.0000008357157553,1.0678670504767742,8.379091228125066,13830.867880620393,31.421736774532764
42458,18.73102195190673,1.0000022094927066,1.063007211131086,8.690250853617476,14042.342742554447,31.35895710625292
42458,100.0,1.1754731816605464,5.914614783377116,7.8073462661317645,4640.980258611983,31.93771000656877
42458,15.544100661366016,1.0,1.0550816045613587,7.538825170437806,14908.176436458396,31.11391780873421
42458,18.312518372415074,1.0000001963981326,1.0633836490419535,7.574669420801628,14355.320199184644,31.247042819712306
42458,15.601726549645614,1.000001085633636,1.0554641486521446,7.537813368913895,14886.694918784631,31.116298851290576
42458,15.483632968977806,1.0,1.0550375875015974,7.539105503616322,14929.075036360242,31.111530502353148
42458,23.569650842895186,1.0000024437136108,1.0706035858523324,8.361155142529404,13711.57437808843,31.48875661388924
42458,15.710207349994437,1.0000000960909508,1.0560131523126537,7.547925212640262,14845.822248641543,31.12138581796635
42458,22.795093198992262,1.0000008958125863,1.067905679794293,8.372856242364602,13809.136217924586,31.433292357585227
42458,15.64319867263727,1.0000010654384666,1.05645692603379,7.559935223151993,14866.484827668824,31.11924174140344
42458,14.876780333991634,1.0009818745410408,1.0538739205002978,7.634096551605467,15124.96742669296,31.101144864922507
42458,22.593264480265688,1.0000178586060562,1.065746018959251,8.32688540810073,13891.993807029563,31.402360794189377
42458,21.95826324938912,1.0000298926370215,1.067728770328947,8.39729649388527,13852.583272334095,31.41467889931568
42458,14.9791103448401,1.0008931740461693,1.0538121433424112,7.602275854961481,15104.599357056552,31.101765595288825
42458,34.394488932572614,1.0,1.0696884403869777,7.925509609277832,13689.807448767286,31.650636051160028
42458,100.0,1.1397352412419137,6.103974397060147,8.14852593309525,4620.067168280467,31.937798163633516
42458,14.84804955858662,1.000977306443756,1.05394917082786,7.63896760237153,15145.463504392621,31.09995164037485
42458,21.531214940339567,1.000092586154613,1.0647595655086963,8.3760937772867,13970.637067924261,31.374355312849953
42458,17.690237258513143,1.0000028005669566,1.0623149431951264,7.546916488697183,14432.720715752419,31.21952797306068
42458,18.71436299302317,1.0000043718433715,1.0629145219834777,8.672561898746178,14062.96193775076,31.347872667705285
