evolution$generation,economicMultiplier,sizeEffectOnSupply,sizeEffectOnDemand,distanceDecay,populationToWealthExponent,wealthToPopulationExponent,mselog,logmse
37456,32.70308270079743,8.019335978403742,9.748019249909216,9.998035246937564,9.197371091792814,0.12622234390106077,246.87923656300262,33.239278330753066
37456,42.273831814189826,10.123228015707483,10.112416816066187,0.21468495593385528,7.3992517448195665,0.10222470678030927,65.01155714690935,33.713729902920484
37456,4.599762018116979,8.582051746150393,10.898159404668712,9.999419210268488,9.566552938566774,0.10236039024070483,233.0390182261306,33.48619589785016
37456,42.274226843235525,10.123718606039803,10.112582574041568,0.21873604149188738,7.3997431898077695,0.1022289464094424,65.03841420638089,33.71357133870017
37456,29.498676483135654,7.98691685003778,9.833823994341545,9.995852566946672,9.21893748360645,0.1254776881435055,241.7979728048752,33.23981688372552
37456,4.587330282001083,8.639916759533962,10.901782168734693,9.871948983591151,9.64278890202766,0.10394019481131751,240.4397980731556,33.39153150448686
37456,3.502618231999241,8.599076770356234,10.883187214474285,10.0,9.621561783415686,0.10272237386998406,237.80143157431766,33.39156717829898
37456,4.438741482791803,8.581172427545816,10.869709817697396,10.0,9.601145101930955,0.10402463534133645,235.37159832096572,33.41097487478477
37456,3.814150717242372,8.60390435134255,10.893541292674591,9.99991130581321,9.614384708982158,0.10303215224540868,237.0136997736367,33.396131560719034
37456,4.444806766818594,8.580679260337728,10.869617489210528,10.0,9.60218367415767,0.10400144347834428,235.2971344769276,33.41240968111145
37456,4.550999074110871,8.632617056234043,10.897144820766869,9.914971720768765,9.991278534897619,0.10418340720261382,241.22287800382898,33.385145549410645
37456,3.66006360143346,8.594483380836088,10.884690034408527,9.988792972446033,9.613601077525203,0.10256663819733564,234.61470469610498,33.41253954091814
37456,3.750570004659658,8.605035189012842,10.894292187320993,9.999984888297702,9.615546686250314,0.10217079729029353,233.79705765663124,33.45170853932582
37456,4.9275324726646605,8.591652540764137,10.890659311445626,9.99863118470476,9.560050270615632,0.10292590775121453,233.33014655490678,33.475941789952806
37456,3.7459896413581233,8.599182300702576,10.892263685763217,10.0,9.601677221019683,0.10244723211453263,234.1597122437096,33.42554338379607
37456,3.747903937017496,8.605147963309996,10.894272783758097,10.0,9.61564015935497,0.1021988270402121,233.83893591915586,33.449841301252455
37456,4.589924228228583,8.581647343063034,10.897178289985295,9.999664276014483,9.565129306743014,0.1023737834968461,233.17146683555282,33.483580969727754
37456,4.67411670260928,8.637402638651025,10.895609227831077,9.879887398461653,9.641670234745078,0.10415154066733055,240.56021322818273,33.38983129647721
37456,4.631006196229662,8.63627540176249,10.894922235081655,9.880157433899805,9.633856362610699,0.10411936254059907,240.82818026111005,33.38972134878868
37456,4.9210734288395095,8.591249530914753,10.890520557308761,9.998604041264842,9.559384824419256,0.10292581987965255,233.32345755131752,33.476344778552516
37456,3.7012160437660175,8.60591734059779,10.893778216757385,9.998320944824858,9.611784596039595,0.1028871649833296,237.3958374361364,33.39438520616823
37456,3.7729124011174098,8.604753366965884,10.893252913906617,9.998942596371444,9.615528386298202,0.10302245832792428,237.2731880533166,33.39444349920887
37456,4.603936844414124,8.58199353069808,10.897136551823474,9.99924928628441,9.565985867700476,0.10236727385174743,233.04988485441186,33.486185836776436
37456,3.6570768467412513,8.6067498717595,10.89275122952606,10.0,9.605022011450046,0.10282588241390249,237.61976878816387,33.39385988621909
37456,3.69841504796228,8.606202689846821,10.893120321473129,9.99871970315039,9.61217519341613,0.102900794538384,237.51573954699188,33.393982304873965
37456,3.7245726328489366,8.593236451221536,10.886828388082389,9.990155947190257,9.607738283616733,0.10263587277890716,234.40562127812402,33.4152484844192
37456,3.6710960388331215,8.594160938453353,10.885351854565068,9.988977120261067,9.613403421609476,0.10253223951642786,234.49038925168617,33.415145397943256
37456,3.5237065303543917,8.599744674308802,10.884211559347047,9.997403198571615,9.615196351053786,0.10273330811954114,237.68796379459204,33.39201893684449
37456,3.653190982779278,8.606797366415204,10.89285737469701,10.0,9.604444616355524,0.10283004245956315,237.64182015753573,33.393590357708064
37456,3.699465382612289,8.60612880937769,10.893058597305677,9.998715627379596,9.612213156268163,0.1028988758279226,237.49785385433404,33.39405435430689
37456,3.5059248616091865,8.599254262132577,10.883239233227895,10.0,9.621299932632413,0.10271342145007893,237.7681137097307,33.39178123049256
37456,4.557192324976892,8.632555719603854,10.898593929751616,9.913728080052513,9.990848129515483,0.10416168717703302,241.1262603752048,33.38558391638636
37456,4.563171844654526,8.633980277204376,10.897521260468524,9.895559993017407,9.612195637548407,0.10416114283188647,241.08270213300108,33.385645293476315
37456,3.727370305432034,8.593027692356001,10.887352376755501,9.99861363172868,9.611773772546954,0.10257645561296473,234.20467911036877,33.41833264119699
37456,3.784427515863574,8.604342369506872,10.894134382051996,9.999548566573356,9.613857892056338,0.1029997957788138,237.08657623661128,33.395497843282634
37456,3.7215038922200385,8.593104618334744,10.888623551501501,9.99764888958511,9.612034315725134,0.10258158298429894,234.282008994968,33.417535727696034
37456,3.700535601029524,8.605906795233036,10.893768608896158,9.998319206174571,9.611773207479764,0.10289246985319316,237.4133498573544,33.39423092742474
37456,3.7012763975460663,8.606064306737712,10.893693950344836,9.998009974977855,9.611887638550751,0.10289697787993404,237.45132392083252,33.39417050808215
37456,3.5252116687284194,8.59991985080396,10.884179303211642,9.997205382740031,9.615174664397195,0.10274615083078445,237.7374950903248,33.391879752207835
37456,3.5209257215907854,8.599891578580877,10.884367537903131,9.997563346158847,9.615730678193119,0.10273457389995924,237.71808923412155,33.39194672538437
37456,3.6635748164625697,8.59417132673391,10.885855732729388,9.989606956255509,9.615227681416284,0.10254827688514709,234.526743594333,33.41371542115397
37456,3.6659278225783694,8.594402088969709,10.885554764242759,9.992996368681242,9.614717027970343,0.10255683623871494,234.5458136503445,33.4135658457302
37456,3.773558387403844,8.604658168757283,10.893239276292869,9.999041376174489,9.615330959240044,0.10301317664570067,237.2337906451362,33.3946755096509
37456,3.7688842560867326,8.604744906483091,10.894038900766057,9.999607072831905,9.613434208491745,0.10300089078194422,237.1977601389806,33.39475452317364
37456,4.569342198912328,8.634013524703036,10.897132041138523,9.895385514022099,9.609755501815927,0.10416091175289495,241.05843080324848,33.38578110982169
37456,3.7211265088990455,8.593161303986125,10.888555913778363,9.997605529196846,9.611846155574838,0.10259582951361576,234.31346550218677,33.41684878539654
37456,4.610427425269802,8.633493075941038,10.898609281781253,9.885992997121107,9.62971086356127,0.10422581056964854,241.0185281206875,33.38578932797448
37456,4.6168093270077275,8.633835602284734,10.898228956682578,9.88246431502501,9.629470487900374,0.10418418550811503,240.90160761543177,33.38668083972543
