evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,mselog,logmse
100,0.008120520997879067,0.0,3.0617901705821886,9646.219981647815,21598.282166431683,33.57673418541042
100,0.05,0.0,2.3747982172971964,0.1,18552.225599625137,37.20926734190425
100,0.04152458200594592,0.0,3.871786900518749,20000.0,18701.509298386558,36.45096816186949
100,0.03544245288677949,9.302119260930163E-4,0.23650929263886078,11397.289539712403,18961.726618893463,36.09551625112984
100,0.025002934365897806,0.0,1.5431061938361748,675.7011719769255,19586.43952712017,34.490149798438885
100,0.010518919619097544,0.0038826284301739333,0.2126840174871829,8643.043617552477,21072.61246911947,33.92693881697556
100,0.043676257242961425,0.0,8.559570075456037,17410.15881517025,18646.515626687422,36.65513879316817
100,0.048012311772067835,0.0,2.8181323020896154,15626.770475381307,18571.501961007052,37.041735496357326
100,0.03198144024352867,0.0,3.0128454473190747,10603.006458604366,19104.27234873841,35.416059197217734
100,0.02584933324869064,0.0,0.20813668016190578,7187.561002330618,19518.509748191802,34.609884585832006
100,0.043505777816896664,0.0,6.477780591259691,15667.993647355332,18650.429650614184,36.639282798995126
100,0.04606336669257628,0.0,5.79934123530559,430.45992454681635,18599.47719394365,36.87178186194675
100,0.04933358349620394,0.0,8.730490232473992,430.4599245468163,18557.66953442781,37.15371884942368
100,0.04315186740387478,0.0,2.0482664036078133,15667.993647355332,18658.795861609084,36.60619477934224
100,0.032605701355919364,0.0,0.20813668016190578,20000.0,19069.361963457406,35.4914339652553
100,0.03440306333460697,0.0,6.18382935153083,20000.0,18975.884621027166,35.70182632857063
100,0.034939656449018,0.0013762658543588092,0.1,20000.0,18969.965331667972,36.00283232781979
100,0.03260029704939009,0.0,0.20813668016190578,20000.0,19069.658710096533,35.490786634944975
100,0.03539189635123185,9.302119260930164E-4,0.23650929263886078,11443.922021845296,18963.93550905165,36.09022445375705
100,0.04882314362407856,0.0,5.79934123530559,430.4599245468163,18562.53066702388,37.110753716935264
100,0.03492871961952972,0.0013761873826794693,0.1,20000.0,18970.444180980314,36.00164941440643
100,0.035391896351231855,9.302119260930164E-4,0.23650929263886078,11445.122471205335,18963.935436775828,36.09022447847777
100,0.04308961133848562,0.0,8.119372900381514,4327.65232471437,18660.301307439782,36.60035012883692
100,0.05,0.0,9.163548388643093,20000.0,18552.225599625137,37.20926734190425
100,0.03260059638267307,0.0,0.20813668016190578,20000.0,19069.642271426994,35.49082249158213
100,0.035391896351231855,9.302119260930163E-4,0.23650929263886078,11445.09105503132,18963.935438667148,36.09022447783081
100,0.03539189635123185,9.302119260930164E-4,0.23650929263886078,11443.926539438111,18963.935508779672,36.09022445385008
100,0.05,0.0,1.4110600016781047,405.60285635513117,18552.225599625137,37.20926734190425
