evolution$generation,growthRate,innovationWeight,gravityDecay,innovationDecay,innovationUtility,innovationUtilityGrowth,earlyAdoptersRate,newInnovationHierarchy,newInnovationPopulationProportion,mselog,logmse,evolution$samples
59547,0.013212509417869337,3.759773051102461E-5,153.52270888615973,8770.25310184115,1.1042098064606447,1.285089427548689,0.0712585556400359,0.3772558038721405,0.3430486044666805,1094.9613082554665,31.160427269344577,100
59547,0.025999031417142212,0.0,2878.5602312173673,9297.674403129035,1.149810119347717,1.0091225976463125,0.2986606186355316,0.34333185699670155,0.11550140104394936,1019.0146033584208,33.22210298650427,30
59547,0.01324168609268406,2.7767282518033907E-5,0.8896979247225596,7712.359778742191,2.0220367661037875,1.0345476832285714,0.130179607309342,0.1329424684434462,0.10552322967257267,1094.6115997940342,31.15991165441327,1
59547,0.014344633788279658,1.1777988139073213E-5,0.1,7665.663541760304,1.3372925897636625,1.2135378955481722,0.14268775982159576,0.24186900495668875,0.21915073889860906,1081.5017310719882,31.17472579532634,2
59547,0.01377818988506788,1.9587717797060038E-5,0.1,8675.237069587582,1.0,1.1960506547611696,0.08250287587557313,0.5281825269614483,0.21928759515433638,1088.0648001252914,31.16339962123766,3
59547,0.017419132183615342,1.0878891145112024E-7,13403.099856797657,6808.656661147888,1.811855264197118,1.0381001851339948,0.3273878322230583,3.8479528919655053,0.7594249872329075,1051.9732935342363,31.47708041837171,4
59547,0.020267391523699083,3.9720248456712774E-10,9940.177035811368,7691.338531929256,1.0970631135300488,1.025579111471082,0.43653618676980493,0.10335100022138384,0.4259321854916669,1033.36464004131,32.06920063738494,2
59547,0.013699557815746369,2.2686162145259716E-5,13.171362008855777,14926.414856488935,1.2974288664927005,1.2462638755400963,0.1506548230978053,1.9559606604367457,0.27057941713849626,1089.0041217351547,31.162710629685453,6
59547,0.013323250540423555,2.54644346697638E-5,0.1,17749.152084339683,1.336485134568106,1.2892367339410973,0.1722496207200457,1.042973015467019,0.18784620785406447,1093.5956826365482,31.160138634966422,30
59547,0.016676278548507756,1.3309058709990862E-8,3325.2971463607923,13726.779074420347,1.241949228910636,1.1436515479828435,0.294007957216014,0.7154254904861908,0.1,1058.1818270166034,31.356063605256914,1
59547,0.016808160699555957,0.0,7098.104490773269,16253.921170145975,1.0091925432313553,1.0667048294684376,0.25897815086220927,1.2630136678632484,0.2594151866531804,1057.037396056899,31.37565054369027,1
59547,0.020096364394655085,4.566331730413354E-9,11470.49756630093,5290.639350233609,1.3623751118037992,1.0,0.30450327186132775,0.1,0.4206068879824788,1034.256146673344,32.03159723750994,13
59547,0.019645481741576216,2.4501832292575923E-8,11289.149880402989,8928.598568414918,1.0,1.2909509365410838,0.28638348897958493,1.2181610208907594,0.9,1036.7421695468834,31.932636685448298,6
59547,0.0157102022700555,0.0,3227.630424167254,15848.541040371407,2.268540092033197,1.0685242994324344,0.3285910821715171,0.8097443105209566,0.14543388347908737,1067.1285632228523,31.24247717834759,2
59547,0.021712425744707664,1.4167140690121997E-8,15359.47011926582,12914.895153551119,1.230802439094928,1.3126632950039427,0.1363435528425266,0.8472523381914296,0.4744593449795006,1026.942851859895,32.38354025966341,1
59547,0.013622555909594977,2.3811160281642996E-5,2.8159005102965904,19595.063224750873,1.0,1.261818628631514,0.01,1.946744433959124,0.2870052301152386,1089.9303847054343,31.16193226028696,7
59547,0.020448089139074623,2.3267269721852158E-10,17132.056801151146,15175.003588687126,2.998316187574291,1.0047468585932684,0.17627317344451796,3.940669834354124,0.521216036995941,1032.4532873884245,32.1089153101129,1
59547,0.019500198521247493,1.1833077301734332E-8,10870.647372944986,10023.76092463306,1.1513398590007244,1.0441387857842093,0.4789611266920334,0.1,0.37382070741666407,1037.585343050684,31.900840253567672,14
59547,0.022157646474092945,1.466399119387354E-7,3184.5608779422114,11009.387311886248,3.0,1.6550886203013713,0.10970060451336652,3.433632299765769,0.1,1025.3582758070297,32.478301807176706,3
59547,0.01384937041772732,1.8494329066005164E-5,0.1,7689.916909077418,1.3220691933008533,1.2092299922697736,0.08069071718786429,0.35157491040504285,0.21777826875020917,1087.2204769274613,31.164394554363675,1
59547,0.019793418183888092,1.7803159380588943E-6,11105.360421989006,6062.965604913286,1.2111445768966655,1.005050574253404,0.2919117768691179,0.11989934238845852,0.4157993724742636,1035.9106451641335,31.96928778275968,2
59547,0.017835030550317352,0.0,11854.862335346117,15005.957400317335,2.7069606963109676,1.0707272822657692,0.08448658951099844,3.5884396360794724,0.6633106285529211,1048.74715738621,31.553934575548524,2
59547,0.02241156457469654,1.4665204392998998E-7,3058.0617115026967,11256.475125864536,3.0,1.6792679945437126,0.11631364478239047,3.3932741991516093,0.1,1024.535635920107,32.53147100039132,1
59547,0.020611786625480653,1.8874247641796406E-7,15920.153943563962,10187.469642262893,2.076945711421919,1.3589174161894826,0.22243398574559337,0.9980079687156468,0.5366289306995033,1031.6554201982915,32.145293390627636,1
59547,0.019942055827584695,0.0,11050.601860683124,5435.293601671392,1.3271518517528538,1.0052188221589253,0.3063702807698717,0.1,0.4135380955970466,1035.0847083781402,31.99765832244355,1
59547,0.02079070522111845,0.0,1354.139567852529,11293.579207713701,2.842740139241319,1.6444059837270841,0.03199863644596374,3.0718964536020534,0.15357799521447504,1030.8109655338708,32.18402290079548,5
59547,0.02096335076698639,7.889873391419769E-8,18459.236277332024,8167.22798897197,1.05929258445184,1.3444838327394597,0.2278379788561383,0.8225941115446986,0.45265973370440693,1030.0259929171925,32.22190759167762,1
59547,0.016292258707467085,1.0203922144955517E-6,6827.605404589675,15761.047779728737,1.0248907037430166,1.0,0.28016471332961157,1.301435958289598,0.22183280597218147,1061.6190327449146,31.305431693396784,7
59547,0.021154362169181894,2.0912161425558837E-7,13998.084118846766,13129.084112946766,1.3631130092609898,1.402891214361543,0.2173655488766564,1.1987836005027475,0.4406085869112625,1029.1905380484795,32.26377231346626,1
59547,0.023490611814056518,0.0,18660.330668103477,6064.7992435904625,1.5848313070791002,1.4069439313941563,0.21525699036975712,0.561365204742997,0.4144144316486882,1021.6890674915848,32.75098694332874,8
59547,0.021914656359522347,1.0239054791812281E-7,3381.418218796693,10953.924961423048,3.0,1.750124564579868,0.02486579860532187,3.483850243609473,0.10095205871705501,1026.2005900101374,32.42683723512144,2
59547,0.014063411703432841,1.8576479593440814E-5,66.70470431439264,7679.556783770105,1.3182932440594313,1.2090428960252466,0.07995460443128509,0.27407022566305106,0.21478056648533425,1084.7169717764018,31.16853320198917,2
59547,0.016201789392405123,1.2670472350881622E-10,19472.170096131937,7042.433878373609,1.196751067646375,1.0000139259863947,0.01,0.8347677720788139,0.6837903108753711,1062.4514474448474,31.293236703446794,3
59547,0.01440247056014235,6.040576869024341E-6,18.37547154510467,9071.666892513933,1.3257179149051617,1.0,0.12572661508968222,1.6170933407888073,0.3243069284212062,1080.8516202631022,31.178882084602,4
59547,0.01936188321618763,2.2959642892541473E-7,7953.348772023302,8409.320528393193,1.321808240674072,1.076664228744718,0.3397036367282809,0.3079900080394508,0.41479400599143923,1038.407997036172,31.87122435248895,1
59547,0.014833531364372269,7.199592527445438E-6,0.1,9545.435381044861,1.2895081273077382,1.2661793123824743,0.0563077219928973,1.518684113961777,0.24824417849224256,1076.1223293517537,31.191749584063373,11
59547,0.01772479460836978,4.691210077916868E-8,13093.216797903724,7428.117782225769,1.8050209277467548,1.032499395855625,0.3377561840678074,3.887572523487066,0.7589516828169324,1049.5849743381864,31.533061318619577,4
59547,0.014205245908457268,1.2558200475041289E-5,32.89998937615667,7611.282421522303,1.2802151746641863,1.1811185600354799,0.1481420087361961,0.2803803650746408,0.22342417174356966,1083.0844468907849,31.17145156342842,1
59547,0.023878256838810424,1.0234886853497193E-6,11006.688608187596,15253.080731652979,2.750813231685089,1.0137476859094534,0.09077529123506511,5.0,0.6273230997370192,1020.9271236765119,32.82972822079983,5
59547,0.01755888288138095,4.647321997975197E-8,13219.129773684115,7384.420191154079,1.772436321933283,1.0447784283908175,0.291331494141491,3.89352233331587,0.7572705175429476,1050.8693528962392,31.50222031305097,1
59547,0.014131608607890287,1.6409335890032458E-5,31.519117158767777,2188.5873794662857,1.5937761829545738,1.048205540423023,0.09653450209659074,0.1,0.2193249210094104,1083.929149502916,31.169813435354634,7
59547,0.014481633781200008,8.532109199579122E-6,58.83832660706428,9449.533808970731,1.2489059564193588,1.2803031230792101,0.01,1.8694385328650234,0.17948675844919412,1079.9682799021266,31.178973348982574,4
59547,0.016029289010336945,7.60519759917917E-7,12835.255274748602,13904.810778562243,2.6996657572158416,1.0099978355559325,0.11672657544212206,3.6920896142466537,0.40835571074688704,1064.0629598139712,31.274402758343744,1
59547,0.016113843225834073,0.0,2680.1822812388955,15429.661145426051,2.13818592671408,1.037139814334401,0.33792530040662344,0.8960404903629559,0.10005703429009295,1063.269143317885,31.283030843072368,1
59547,0.014758871640919989,7.180729171728255E-6,72.58215299166358,8309.642610366234,1.3087009834892955,1.33806040713075,0.010855322737006774,1.6616486639048869,0.1715527626086426,1076.927283576028,31.188243965240467,10
59547,0.013987299419514912,1.829764979125423E-5,107.50095665148778,8156.035473490355,1.3159523247982634,1.2065760358938364,0.07212308418739159,0.2917738431148035,0.21748803286784613,1085.600014636973,31.166984400358245,2
59547,0.013924331846179775,1.8826582052678894E-5,0.1,8199.031089622793,1.2339555698972113,1.1906550922595935,0.05252351013916496,0.1714014109967818,0.21869863217892882,1086.3373548371005,31.165651120436802,5
59547,0.014687138751386778,7.980292212164223E-6,38.76716681434309,8811.558739370841,1.3177013317781512,1.3443884256569343,0.016908040636067153,1.725397532552085,0.17157023753679934,1077.7059735034222,31.1856506902083,5
59547,0.017947319020846758,0.0,10644.34430409251,15025.23260013164,2.7682193019901593,1.1129889903212842,0.0835320195246285,4.032857869688119,0.6774214184801526,1047.906595829788,31.575650267828323,6
59547,0.019231784549666956,2.4207911817494003E-7,7782.997591220997,8528.517517413025,1.3928172083553845,1.0001768352548952,0.344709490247631,0.1536575186830156,0.4292730224494543,1039.1983555891863,31.84302171189484,3
59547,0.01547328402525246,0.0,14618.56636011739,16634.77691689479,3.0,1.0110812442759072,0.21624397194573883,3.749195383336609,0.49637225240941896,1069.4758309021727,31.22373528277735,1
59547,0.01732406697756036,1.3375966402831167E-6,14280.30504902882,6894.873806590635,1.718989013030877,1.01795459083915,0.31450354461541263,3.978072457281274,0.7398007700571027,1052.7370375777027,31.462488686933053,1
